idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
0.0,0.09,0.934,0.011,-29.0,-78.1,11.0,-4.812,-2.188,-1.875,89.341,-5.491,150.936,25.193,43.71,99715.76,139.99
1.0,0.092,0.934,0.009,-28.9,-78.7,10.9,-2.5,-3.375,0.125,89.461,-5.61,151.093,25.225,43.67,99714.56,140.11
2.0,0.093,0.933,0.011,-28.1,-78.3,12.4,-2.0,-2.938,0.0,89.341,-5.675,146.683,25.241,43.67,99714.21,140.15
3.0,0.095,0.933,0.013,-29.1,-78.5,10.2,-2.062,-3.312,-0.25,89.221,-5.793,151.835,25.254,43.72,99716.36,139.97
4.0,0.089,0.935,0.012,-28.4,-78.1,11.3,-1.562,-3.062,0.312,89.282,-5.426,149.571,25.261,43.66,99716.38,139.97
5.0,0.089,0.936,0.011,-29.2,-79.8,12.9,-2.062,-3.25,0.0,89.343,-5.42,147.334,25.269,43.62,99714.38,140.15
6.0,0.095,0.934,0.009,-29.3,-78.2,11.8,-2.625,-3.438,0.062,89.461,-5.787,149.496,25.261,43.67,99715.57,140.04
7.0,0.092,0.932,0.01,-28.7,-79.6,11.1,-1.75,-3.562,0.25,89.4,-5.621,150.13,25.268,43.62,99714.88,140.1
8.0,0.095,0.935,0.013,-28.9,-79.3,12.8,-1.812,-3.25,0.312,89.223,-5.781,146.273,25.275,43.61,99715.39,140.06
9.0,0.093,0.933,0.012,-27.9,-77.8,13.4,-2.875,-3.562,-0.312,89.281,-5.675,144.411,25.273,43.66,99716.06,140.0
10.0,0.094,0.935,0.009,-27.7,-79.0,11.5,-1.562,-3.688,0.375,89.462,-5.722,148.138,25.282,43.6,99717.57,139.87
11.0,0.091,0.934,0.013,-28.4,-79.1,11.1,-1.812,-3.125,0.312,89.222,-5.55,149.458,25.278,43.63,99713.02,140.27
12.0,0.093,0.934,0.013,-28.2,-79.2,13.7,-1.938,-3.812,0.25,89.222,-5.669,143.897,25.285,43.63,99714.12,140.18
13.0,0.096,0.935,0.012,-29.4,-78.8,12.7,-1.625,-3.438,-0.375,89.282,-5.84,147.211,25.288,43.6,99716.42,139.98
14.0,0.093,0.935,0.013,-28.0,-78.0,12.5,-1.75,-3.188,0.312,89.223,-5.663,146.112,25.291,43.59,99711.9,140.38
15.0,0.094,0.935,0.011,-26.9,-79.7,13.0,-1.062,-3.188,-0.5,89.342,-5.722,143.545,25.288,43.59,99715.71,140.04
16.0,0.092,0.934,0.009,-29.2,-78.0,10.2,-1.562,-3.25,-0.5,89.461,-5.61,152.987,25.296,43.55,99714.15,140.18
17.0,0.093,0.934,0.01,-29.4,-78.2,11.7,-1.938,-3.75,0.125,89.401,-5.669,149.845,25.298,43.56,99715.78,140.04
18.0,0.094,0.935,0.008,-27.8,-78.7,12.0,-2.875,-3.312,-0.438,89.522,-5.722,147.445,25.293,43.59,99715.71,140.04
19.0,0.095,0.933,0.006,-29.1,-78.5,10.2,-2.312,-3.5,-0.438,89.64,-5.794,153.054,25.296,43.57,99713.34,140.25
20.0,0.093,0.935,0.012,-27.9,-78.9,10.8,-1.125,-3.062,-0.188,89.282,-5.663,149.477,25.3,43.57,99716.19,140.0
21.0,0.088,0.934,0.007,-29.1,-77.9,11.8,-2.188,-3.562,0.188,89.581,-5.372,150.301,25.301,43.52,99717.49,139.89
22.0,0.095,0.936,0.008,-27.8,-78.5,11.4,-1.562,-3.25,0.562,89.522,-5.775,148.627,25.299,43.48,99714.92,140.11
23.0,0.09,0.933,0.009,-28.6,-78.9,11.6,-2.438,-3.312,-0.25,89.461,-5.497,149.463,25.301,43.52,99715.21,140.09
24.0,0.091,0.935,0.01,-29.1,-79.1,11.7,-2.25,-3.562,0.0,89.402,-5.544,149.583,25.308,43.51,99716.08,140.02
25.0,0.095,0.935,0.013,-29.4,-79.1,13.4,-1.562,-3.188,0.0,89.223,-5.781,145.809,25.31,43.55,99713.49,140.25
26.0,0.094,0.935,0.009,-29.6,-78.5,12.4,-1.562,-2.875,-0.125,89.462,-5.722,148.737,25.31,43.54,99712.31,140.35
27.0,0.096,0.934,0.01,-29.3,-77.6,11.9,-1.562,-3.562,-0.25,89.401,-5.847,149.122,25.312,43.54,99713.44,140.25
28.0,0.096,0.934,0.012,-27.9,-78.8,11.9,-1.875,-2.875,-0.375,89.282,-5.846,146.867,25.31,43.52,99715.29,140.09
29.0,0.095,0.934,0.013,-30.3,-77.8,11.0,-1.188,-3.0,-0.062,89.222,-5.787,151.621,25.316,43.5,99712.25,140.36
30.0,0.092,0.937,0.011,-27.8,-78.8,10.4,-2.188,-3.375,0.188,89.344,-5.592,150.53,25.321,43.45,99714.5,140.16
31.0,0.095,0.934,0.013,-28.9,-78.9,11.1,-1.812,-3.125,-0.312,89.222,-5.787,149.682,25.326,43.5,99714.61,140.16
32.0,0.079,0.92,0.002,-29.7,-78.2,10.9,-2.062,-3.312,0.0,89.878,-4.909,154.21,25.324,43.49,99715.01,140.12
33.0,0.089,0.935,0.008,-29.4,-78.6,12.8,-1.562,-3.25,-0.062,89.522,-5.426,148.369,25.325,43.48,99714.51,140.16
34.0,0.092,0.935,0.009,-28.8,-77.5,11.4,-1.375,-3.312,0.062,89.462,-5.604,150.118,25.331,43.47,99714.68,140.15
35.0,0.092,0.934,0.006,-29.3,-79.0,10.9,-2.0,-3.562,-0.125,89.641,-5.61,152.015,25.331,43.45,99711.93,140.39
36.0,0.095,0.935,0.012,-29.7,-78.3,10.9,-1.812,-3.562,0.062,89.282,-5.781,151.275,25.338,43.42,99713.75,140.24
37.0,0.097,0.933,0.017,-29.1,-78.4,12.0,-1.375,-2.688,0.188,88.981,-5.911,147.342,25.333,43.47,99711.75,140.41
38.0,0.09,0.935,0.013,-29.5,-79.6,12.5,-2.625,-3.312,0.0,89.223,-5.485,148.05,25.33,43.44,99711.97,140.39
39.0,0.092,0.934,0.01,-28.7,-78.5,11.8,-1.438,-3.312,0.188,89.401,-5.609,148.878,25.328,43.4,99713.58,140.25
40.0,0.09,0.934,0.01,-28.0,-78.7,12.5,-1.875,-3.375,-0.125,89.401,-5.491,146.795,25.331,43.43,99713.0,140.3
41.0,0.094,0.934,0.01,-28.8,-79.0,12.3,-1.812,-2.75,0.125,89.401,-5.728,147.729,25.331,43.43,99712.64,140.33
42.0,0.09,0.934,0.012,-30.0,-77.9,12.4,-1.062,-3.5,0.062,89.282,-5.491,149.184,25.332,43.45,99712.02,140.39
43.0,0.097,0.935,0.011,-29.2,-79.5,11.8,-2.188,-3.562,-0.438,89.342,-5.9,148.677,25.333,43.43,99711.04,140.47
44.0,0.096,0.931,0.01,-27.9,-78.9,11.7,-1.938,-2.875,-0.188,89.399,-5.865,147.556,25.334,43.42,99710.9,140.49
45.0,0.092,0.934,0.01,-28.9,-79.3,12.4,-1.812,-2.75,-0.312,89.401,-5.609,147.822,25.336,43.44,99713.34,140.27
46.0,0.094,0.936,0.013,-28.6,-80.2,12.2,-1.688,-3.25,-0.312,89.223,-5.716,147.037,25.334,43.49,99711.98,140.39
47.0,0.092,0.933,0.011,-29.4,-78.7,12.9,-1.5,-3.188,0.125,89.341,-5.615,147.385,25.337,43.42,99710.68,140.51
48.0,0.092,0.935,0.009,-29.1,-79.3,12.0,-1.312,-3.25,-0.375,89.462,-5.604,149.022,25.338,43.43,99711.95,140.39
49.0,0.093,0.935,0.011,-28.5,-77.8,11.7,-1.312,-3.25,-0.438,89.342,-5.663,148.684,25.342,43.47,99711.47,140.44
50.0,0.093,0.935,0.01,-29.9,-78.4,10.5,-1.625,-3.375,-0.25,89.402,-5.663,152.808,25.338,43.4,99711.23,140.46
51.0,0.092,0.934,0.012,-28.4,-77.8,12.7,-1.812,-3.625,-0.062,89.282,-5.609,146.52,25.335,43.44,99711.09,140.47
52.0,0.09,0.931,0.013,-29.0,-78.7,11.5,-1.688,-3.125,-0.25,89.219,-5.508,149.484,25.338,43.35,99709.79,140.58
53.0,0.092,0.936,0.012,-29.2,-79.1,12.2,-1.688,-3.438,-0.5,89.283,-5.598,148.307,25.34,43.38,99709.62,140.6
54.0,0.094,0.935,0.009,-29.0,-78.8,11.3,-2.125,-3.375,0.25,89.462,-5.722,150.185,25.341,43.33,99710.56,140.52
55.0,0.092,0.935,0.007,-29.0,-77.7,11.7,-1.938,-3.625,-0.312,89.581,-5.604,150.041,25.345,43.34,99711.52,140.44
56.0,0.093,0.934,0.009,-28.8,-78.8,12.1,-1.688,-3.625,0.75,89.461,-5.669,148.418,25.344,43.33,99710.71,140.51
57.0,0.093,0.935,0.012,-28.9,-78.8,13.0,-2.0,-3.0,-0.188,89.282,-5.663,146.337,25.347,43.3,99711.57,140.43
58.0,0.092,0.935,0.015,-29.5,-78.2,14.4,-1.5,-3.562,0.438,89.103,-5.603,144.307,25.345,43.34,99710.08,140.56
59.0,0.094,0.937,0.013,-28.8,-78.4,11.9,-1.438,-2.625,0.312,89.224,-5.71,148.164,25.35,43.29,99710.9,140.49
60.0,0.094,0.935,0.012,-28.4,-79.4,13.1,-1.812,-3.0,0.188,89.282,-5.722,145.307,25.348,43.33,99711.67,140.42
61.0,0.093,0.935,0.01,-29.7,-79.3,11.0,-1.938,-2.875,-0.188,89.402,-5.663,151.455,25.351,43.29,99710.37,140.54
62.0,0.092,0.934,0.008,-29.6,-79.9,12.9,-1.562,-3.375,-0.438,89.521,-5.61,147.936,25.352,43.26,99712.75,140.33
63.0,0.094,0.936,0.009,-29.8,-78.9,11.4,-2.188,-3.188,0.125,89.462,-5.716,150.892,25.353,43.24,99709.35,140.63
64.0,0.094,0.937,0.012,-29.3,-78.7,10.0,-1.562,-3.5,-0.125,89.284,-5.71,152.764,25.355,43.28,99713.62,140.26
65.0,0.095,0.934,0.008,-29.1,-78.2,11.0,-1.375,-3.25,-0.312,89.521,-5.787,151.061,25.354,43.3,99711.6,140.43
66.0,0.094,0.935,0.01,-28.3,-79.4,11.9,-2.438,-3.188,0.25,89.402,-5.722,147.855,25.36,43.24,99711.89,140.41
67.0,0.092,0.934,0.012,-28.6,-78.0,12.5,-2.25,-3.188,0.25,89.282,-5.609,147.128,25.357,43.25,99713.45,140.27
68.0,0.093,0.936,0.012,-28.6,-78.8,12.5,-1.688,-3.375,0.25,89.283,-5.657,146.93,25.358,43.24,99710.43,140.54
69.0,0.094,0.936,0.011,-30.0,-78.9,11.5,-2.0,-3.312,0.125,89.343,-5.716,150.591,25.36,43.22,99710.45,140.54
70.0,0.092,0.934,0.01,-28.7,-79.0,12.8,-2.062,-3.438,0.375,89.401,-5.609,146.842,25.361,43.22,99710.58,140.53
71.0,0.097,0.935,0.011,-29.0,-78.5,12.3,-1.625,-3.438,0.125,89.342,-5.9,147.59,25.364,43.18,99712.52,140.36
72.0,0.089,0.935,0.013,-29.5,-79.1,12.0,-1.375,-3.438,0.812,89.223,-5.426,149.172,25.365,43.16,99709.47,140.62
73.0,0.089,0.935,0.013,-28.8,-78.3,12.2,-1.5,-3.0,0.125,89.223,-5.426,148.074,25.365,43.17,99713.07,140.31
74.0,0.093,0.935,0.012,-28.8,-78.0,11.3,-1.375,-3.25,0.625,89.282,-5.663,149.664,25.373,43.14,99712.86,140.33
75.0,0.097,0.934,0.007,-27.5,-78.0,9.6,-1.625,-3.312,-0.125,89.581,-5.906,152.256,25.379,43.14,99713.87,140.24
76.0,0.095,0.933,0.007,-29.2,-78.2,12.4,-2.062,-3.0,-0.375,89.58,-5.794,148.497,25.381,43.13,99708.4,140.73
77.0,0.093,0.934,0.009,-29.3,-79.2,11.0,-1.812,-3.25,0.0,89.461,-5.669,151.179,25.374,43.14,99712.33,140.38
78.0,0.098,0.932,0.014,-29.3,-79.8,10.8,-2.125,-2.875,0.312,89.16,-5.977,150.141,25.373,43.17,99708.91,140.68
79.0,0.093,0.934,0.008,-29.2,-79.1,11.7,-2.312,-3.062,-0.312,89.521,-5.669,149.818,25.374,43.1,99711.61,140.44
80.0,0.093,0.936,0.011,-28.6,-78.8,12.9,-2.5,-3.0,-0.25,89.343,-5.657,146.315,25.371,43.11,99710.39,140.55
81.0,0.093,0.933,0.01,-29.0,-79.2,11.8,-1.438,-3.25,-0.688,89.401,-5.675,149.028,25.37,43.05,99709.22,140.65
82.0,0.094,0.935,0.01,-28.6,-78.1,12.7,-1.438,-3.062,0.188,89.402,-5.722,146.841,25.374,43.04,99711.16,140.48
83.0,0.093,0.935,0.01,-29.5,-78.8,12.5,-1.062,-3.188,-0.312,89.402,-5.663,148.328,25.379,43.01,99711.98,140.41
84.0,0.093,0.934,0.011,-28.5,-78.3,11.5,-1.688,-3.438,-0.438,89.341,-5.669,149.005,25.374,43.02,99711.61,140.44
85.0,0.09,0.935,0.01,-28.8,-79.4,12.3,-2.0,-3.438,-0.062,89.402,-5.485,148.1,25.376,43.01,99709.41,140.64
86.0,0.092,0.934,0.009,-30.0,-78.1,13.1,-1.562,-2.688,-0.312,89.461,-5.61,148.111,25.379,42.96,99712.07,140.4
87.0,0.091,0.935,0.014,-28.3,-79.2,11.1,-1.312,-2.938,-0.062,89.163,-5.544,149.166,25.374,42.96,99711.16,140.48
88.0,0.095,0.934,0.009,-28.0,-77.8,12.0,-2.062,-3.25,-0.125,89.461,-5.787,147.552,25.379,42.93,99710.28,140.56
89.0,0.093,0.932,0.011,-29.3,-79.0,11.8,-1.625,-3.75,-0.25,89.34,-5.681,149.236,25.382,42.93,99712.94,140.33
90.0,0.091,0.932,0.009,-30.0,-78.5,11.2,-2.125,-2.875,0.25,89.46,-5.562,151.794,25.385,42.91,99708.67,140.7
91.0,0.093,0.935,0.01,-29.6,-79.2,9.6,-1.438,-3.312,-0.062,89.402,-5.663,154.286,25.392,42.95,99713.11,140.32
92.0,0.092,0.935,0.009,-28.8,-78.8,12.6,-2.062,-2.938,-0.25,89.462,-5.604,147.55,25.389,42.92,99711.89,140.42
93.0,0.094,0.936,0.009,-28.8,-78.0,11.9,-1.938,-3.188,-0.062,89.462,-5.716,148.851,25.394,42.96,99708.03,140.77
94.0,0.093,0.936,0.009,-29.3,-79.1,12.7,-1.75,-3.25,0.188,89.462,-5.657,147.833,25.395,42.87,99712.08,140.41
95.0,0.093,0.934,0.01,-29.5,-78.4,12.7,-1.5,-3.188,-0.125,89.401,-5.669,147.989,25.395,42.91,99709.56,140.63
96.0,0.092,0.934,0.011,-28.3,-78.7,11.4,-2.062,-3.062,-0.562,89.341,-5.609,149.01,25.396,42.87,99710.83,140.52
97.0,0.093,0.933,0.01,-28.8,-78.7,12.2,-2.25,-3.188,0.062,89.401,-5.675,148.061,25.394,42.89,99709.47,140.64
98.0,0.094,0.936,0.011,-29.3,-78.5,12.3,-1.875,-3.125,0.25,89.343,-5.716,148.274,25.397,42.86,99712.85,140.34
99.0,0.092,0.935,0.01,-27.7,-79.2,12.4,-1.5,-3.438,-0.125,89.402,-5.604,146.321,25.393,42.86,99711.41,140.47
100.0,0.09,0.936,0.009,-29.5,-79.2,13.1,-1.938,-3.062,0.25,89.462,-5.48,147.602,25.389,42.82,99709.37,140.65
101.0,0.094,0.934,0.011,-28.8,-78.3,13.3,-1.5,-3.125,0.5,89.341,-5.728,145.754,25.387,42.85,99710.16,140.57
102.0,0.093,0.935,0.008,-28.6,-79.7,11.6,-1.625,-3.438,0.188,89.522,-5.663,149.238,25.392,42.84,99712.3,140.39
103.0,0.093,0.935,0.014,-28.7,-79.1,14.0,-1.312,-3.188,-0.062,89.163,-5.663,143.893,25.393,42.86,99711.05,140.5
104.0,0.094,0.935,0.009,-29.7,-78.4,13.0,-2.0,-2.812,-0.25,89.462,-5.722,147.723,25.389,42.91,99713.23,140.31
105.0,0.093,0.934,0.009,-28.4,-78.6,14.1,-1.562,-3.062,0.188,89.461,-5.669,144.116,25.394,42.83,99710.45,140.55
106.0,0.093,0.936,0.01,-28.7,-79.0,12.2,-1.688,-3.062,0.375,89.403,-5.657,147.931,25.397,42.85,99710.69,140.53
107.0,0.095,0.934,0.011,-28.2,-77.8,13.4,-1.625,-3.438,-0.062,89.341,-5.787,144.754,25.397,42.88,99712.04,140.41
108.0,0.072,0.939,0.03,-28.2,-78.7,10.9,-1.812,-3.625,0.875,88.154,-4.396,148.731,25.397,42.85,99708.9,140.69
109.0,0.102,0.93,0.006,-28.4,-78.1,14.0,-1.875,-3.562,-0.062,89.639,-6.228,143.758,25.4,42.85,99709.76,140.62
110.0,0.09,0.935,0.011,-29.6,-78.8,11.7,-1.938,-3.125,0.0,89.342,-5.485,150.13,25.4,42.83,99710.74,140.53
111.0,0.091,0.935,0.011,-28.8,-78.5,13.5,-1.5,-3.562,0.0,89.342,-5.544,145.682,25.404,42.84,99712.52,140.38
112.0,0.095,0.934,0.009,-30.1,-78.1,12.6,-2.0,-3.25,-0.125,89.461,-5.787,148.877,25.402,42.86,99710.44,140.56
113.0,0.093,0.933,0.012,-28.7,-79.0,13.0,-2.625,-3.5,-0.25,89.281,-5.675,146.029,25.404,42.85,99714.68,140.19
114.0,0.091,0.935,0.012,-29.6,-77.8,12.5,-1.875,-3.125,-0.25,89.282,-5.544,148.47,25.404,42.79,99710.72,140.53
115.0,0.092,0.933,0.008,-29.0,-79.3,11.3,-1.812,-3.75,0.25,89.521,-5.615,150.46,25.405,42.84,99713.1,140.33
116.0,0.093,0.936,0.01,-28.4,-78.8,12.8,-1.125,-3.125,-0.375,89.403,-5.657,146.408,25.402,42.84,99709.72,140.62
117.0,0.095,0.933,0.012,-29.1,-78.7,13.6,-2.062,-3.375,-0.25,89.281,-5.793,145.248,25.405,42.87,99708.42,140.74
118.0,0.093,0.934,0.013,-29.8,-78.9,11.6,-2.375,-2.938,0.25,89.222,-5.669,149.922,25.405,42.82,99714.18,140.23
119.0,0.092,0.934,0.012,-29.1,-78.9,9.0,-2.125,-3.375,0.312,89.282,-5.609,154.835,25.407,42.79,99712.66,140.36
120.0,0.093,0.934,0.008,-27.9,-78.9,11.3,-2.438,-3.312,-0.312,89.521,-5.669,149.096,25.407,42.76,99712.93,140.34
121.0,0.093,0.933,0.009,-29.6,-79.3,11.0,-1.812,-3.25,0.312,89.461,-5.675,151.49,25.408,42.74,99712.4,140.39
122.0,0.095,0.935,0.01,-29.4,-78.4,10.3,-1.438,-3.312,-0.188,89.402,-5.781,152.508,25.406,42.77,99711.04,140.51
123.0,0.094,0.934,0.01,-28.8,-78.6,12.5,-2.5,-3.438,0.062,89.401,-5.728,147.395,25.408,42.75,99711.68,140.45
124.0,0.093,0.934,0.008,-29.3,-78.1,13.5,-2.25,-3.375,-0.125,89.521,-5.669,146.588,25.407,42.74,99709.43,140.65
125.0,0.092,0.935,0.012,-28.7,-79.2,11.9,-2.75,-3.375,0.125,89.282,-5.604,148.266,25.405,42.73,99710.58,140.55
126.0,0.092,0.933,0.008,-30.5,-79.0,12.6,-2.375,-3.5,-0.062,89.521,-5.615,149.635,25.407,42.72,99706.19,140.93
127.0,0.091,0.934,0.011,-29.2,-79.5,12.8,-1.688,-3.25,0.438,89.341,-5.55,147.335,25.409,42.69,99711.8,140.44
128.0,0.091,0.934,0.011,-29.6,-79.5,12.3,-2.375,-3.188,0.312,89.341,-5.55,148.764,25.413,42.72,99711.06,140.51
129.0,0.093,0.935,0.01,-29.3,-78.5,12.0,-2.312,-3.375,-0.375,89.402,-5.663,149.106,25.411,42.68,99713.65,140.28
130.0,0.09,0.934,0.007,-28.9,-79.5,12.7,-1.438,-2.938,0.062,89.581,-5.491,147.897,25.41,42.72,99711.28,140.49
131.0,0.093,0.934,0.008,-29.5,-77.5,11.3,-3.0,-3.438,0.125,89.521,-5.669,151.175,25.414,42.69,99708.64,140.72
132.0,0.089,0.934,0.007,-29.4,-78.8,12.3,-1.938,-3.5,-0.125,89.581,-5.432,149.452,25.416,42.66,99710.39,140.57
133.0,0.091,0.935,0.013,-29.4,-79.1,12.9,-1.688,-2.875,0.25,89.223,-5.544,147.149,25.417,42.68,99710.94,140.52
134.0,0.091,0.936,0.008,-30.6,-79.5,11.2,-2.0,-3.25,-0.25,89.522,-5.539,152.505,25.421,42.69,99707.26,140.85
135.0,0.095,0.934,0.011,-29.9,-78.9,12.0,-1.375,-2.875,0.0,89.341,-5.787,149.381,25.417,42.7,99711.66,140.46
136.0,0.093,0.935,0.009,-29.2,-79.4,12.1,-1.875,-4.0,0.25,89.462,-5.663,148.829,25.414,42.69,99707.33,140.84
137.0,0.092,0.936,0.013,-29.0,-78.3,12.0,-1.75,-2.812,0.125,89.223,-5.598,148.414,25.421,42.7,99710.23,140.58
138.0,0.093,0.934,0.012,-28.9,-78.9,14.1,-1.125,-3.062,-0.312,89.282,-5.669,144.282,25.421,42.72,99710.49,140.56
139.0,0.096,0.936,0.01,-29.2,-78.0,13.0,-1.688,-3.438,-0.125,89.403,-5.834,146.832,25.421,42.68,99708.34,140.75
140.0,0.093,0.935,0.01,-29.0,-79.0,12.6,-1.75,-3.125,-0.438,89.402,-5.663,147.506,25.42,42.67,99707.88,140.79
141.0,0.093,0.934,0.011,-29.4,-79.8,12.0,-2.0,-3.75,-0.188,89.341,-5.669,148.872,25.421,42.69,99709.77,140.62
142.0,0.093,0.935,0.009,-29.4,-78.9,10.7,-1.688,-3.062,0.188,89.462,-5.663,151.961,25.424,42.66,99712.08,140.42
143.0,0.093,0.935,0.008,-29.0,-79.2,13.5,-2.062,-3.375,0.25,89.522,-5.663,146.076,25.431,42.68,99712.1,140.42
144.0,0.095,0.935,0.01,-29.1,-78.3,10.9,-2.062,-3.25,0.25,89.402,-5.781,150.93,25.428,42.65,99712.77,140.36
145.0,0.091,0.935,0.009,-28.9,-78.3,11.6,-1.812,-3.125,-0.062,89.462,-5.544,149.82,25.432,42.7,99710.98,140.52
146.0,0.093,0.934,0.009,-29.8,-78.7,11.7,-1.75,-3.188,0.375,89.461,-5.669,150.393,25.441,42.75,99713.12,140.34
147.0,0.094,0.935,0.01,-29.5,-79.4,11.2,-1.938,-3.438,0.375,89.402,-5.722,150.717,25.436,42.72,99708.34,140.76
148.0,0.093,0.934,0.01,-29.4,-79.3,13.6,-2.25,-3.125,-0.25,89.401,-5.669,146.059,25.439,42.73,99707.67,140.82
149.0,0.091,0.935,0.011,-28.5,-78.7,13.1,-2.062,-3.438,0.312,89.342,-5.544,146.023,25.443,42.7,99710.17,140.6
150.0,0.094,0.933,0.012,-29.2,-79.6,12.3,-1.562,-3.25,0.125,89.281,-5.734,147.8,25.436,42.72,99711.94,140.44
151.0,0.091,0.933,0.015,-30.1,-79.3,13.6,-1.875,-3.312,0.062,89.101,-5.556,146.357,25.434,42.74,99709.11,140.69
152.0,0.094,0.935,0.012,-28.9,-79.6,12.0,-1.938,-3.625,-0.312,89.282,-5.722,148.046,25.432,42.71,99708.73,140.72
153.0,0.091,0.935,0.012,-29.6,-79.8,11.7,-2.062,-3.062,-0.188,89.282,-5.544,149.741,25.439,42.68,99709.83,140.63
154.0,0.09,0.937,0.007,-29.6,-79.4,12.8,-2.25,-3.562,-0.062,89.582,-5.474,148.579,25.435,42.67,99709.59,140.65
155.0,0.091,0.936,0.009,-28.6,-79.3,11.2,-1.312,-3.188,-0.062,89.462,-5.539,150.162,25.443,42.7,99710.43,140.58
156.0,0.093,0.935,0.01,-29.4,-79.3,11.0,-2.062,-3.375,0.25,89.402,-5.663,151.121,25.443,42.7,99708.99,140.7
157.0,0.095,0.935,0.013,-29.0,-78.2,12.2,-1.25,-3.75,0.188,89.223,-5.781,147.722,25.448,42.73,99710.17,140.6
158.0,0.095,0.933,0.009,-29.8,-78.7,10.7,-1.375,-3.188,0.125,89.461,-5.793,152.217,25.445,42.68,99709.76,140.64
159.0,0.093,0.936,0.01,-30.0,-78.6,11.4,-1.562,-3.125,0.188,89.403,-5.657,151.082,25.453,42.72,99710.01,140.62
160.0,0.094,0.933,0.014,-29.2,-78.8,13.1,-1.0,-3.25,-0.312,89.161,-5.734,146.089,25.449,42.68,99710.72,140.55
161.0,0.092,0.934,0.012,-28.4,-78.5,14.4,-2.125,-3.125,-0.125,89.282,-5.609,143.262,25.446,42.68,99711.75,140.46
162.0,0.092,0.935,0.011,-29.0,-78.6,11.1,-1.938,-3.625,0.188,89.342,-5.604,150.484,25.448,42.73,99708.37,140.76
163.0,0.093,0.935,0.01,-29.9,-79.3,11.4,-1.375,-3.375,-0.188,89.402,-5.663,150.871,25.448,42.68,99714.49,140.22
164.0,0.093,0.934,0.009,-29.1,-79.5,10.6,-1.188,-3.25,-0.375,89.461,-5.669,151.746,25.444,42.73,99711.47,140.49
165.0,0.091,0.936,0.011,-29.2,-78.5,12.7,-1.812,-3.188,0.125,89.343,-5.539,147.687,25.447,42.74,99710.8,140.55
166.0,0.092,0.934,0.01,-29.4,-77.9,12.0,-1.625,-3.062,-0.312,89.401,-5.609,149.39,25.451,42.73,99711.76,140.46
167.0,0.09,0.933,0.012,-29.5,-79.5,12.0,-2.438,-3.438,-0.062,89.281,-5.496,149.156,25.445,42.68,99710.84,140.54
168.0,0.092,0.934,0.01,-29.1,-79.3,12.5,-2.125,-3.375,-0.438,89.401,-5.609,147.871,25.448,42.7,99710.99,140.53
169.0,0.093,0.936,0.009,-28.3,-78.4,13.1,-1.562,-3.5,-0.312,89.462,-5.657,145.916,25.449,42.69,99712.26,140.42
170.0,0.093,0.933,0.013,-28.5,-78.6,12.5,-1.938,-3.312,0.375,89.221,-5.674,146.638,25.449,42.62,99709.38,140.67
171.0,0.093,0.933,0.011,-28.9,-77.7,12.7,-1.812,-3.125,0.562,89.341,-5.675,147.198,25.446,42.62,99711.39,140.49
172.0,0.092,0.935,0.009,-28.8,-77.5,10.9,-1.375,-2.938,-0.188,89.462,-5.604,151.148,25.456,42.64,99713.03,140.35
173.0,0.094,0.935,0.008,-28.6,-77.7,12.3,-1.438,-2.75,0.688,89.522,-5.722,147.999,25.455,42.65,99714.25,140.25
174.0,0.093,0.936,0.009,-29.2,-79.3,13.6,-2.312,-3.125,0.25,89.462,-5.657,145.986,25.453,42.68,99713.12,140.35
175.0,0.092,0.936,0.008,-29.4,-79.1,12.2,-2.062,-3.25,-0.125,89.522,-5.598,149.179,25.45,42.63,99712.38,140.41
176.0,0.099,0.932,0.011,-29.5,-77.1,13.5,-1.312,-3.188,0.125,89.34,-6.037,145.894,25.456,42.65,99715.91,140.1
177.0,0.099,0.932,0.012,-28.7,-78.6,10.8,-1.5,-3.562,0.0,89.28,-6.037,149.847,25.46,42.66,99713.99,140.27
178.0,0.09,0.934,0.013,-26.6,-78.3,11.3,-2.312,-3.875,0.188,89.222,-5.491,146.951,25.46,42.65,99712.91,140.37
179.0,0.094,0.936,0.01,-28.4,-78.9,12.4,-1.5,-3.062,-0.062,89.403,-5.716,147.069,25.463,42.63,99714.76,140.21
180.0,0.093,0.934,0.01,-29.8,-77.7,10.3,-2.438,-3.375,-0.125,89.401,-5.669,153.193,25.461,42.65,99712.65,140.39
181.0,0.1,0.933,0.01,-28.4,-79.2,12.6,-1.625,-3.5,-0.062,89.401,-6.09,145.926,25.461,42.63,99713.46,140.32
182.0,0.094,0.935,0.011,-29.3,-79.1,12.0,-1.312,-3.25,-0.125,89.342,-5.722,148.763,25.46,42.64,99711.11,140.53
183.0,0.092,0.934,0.01,-29.0,-79.4,10.6,-1.5,-3.188,-0.562,89.401,-5.609,151.57,25.462,42.63,99713.95,140.28
184.0,0.091,0.934,0.009,-29.0,-77.7,12.0,-1.688,-3.312,0.375,89.461,-5.55,149.206,25.463,42.63,99710.9,140.55
185.0,0.09,0.936,0.013,-27.7,-79.1,12.2,-1.5,-3.188,0.125,89.223,-5.479,146.482,25.468,42.66,99712.34,140.42
